population,householdsize,agePct12t29,agePct65up,medFamInc,PctPopUnderPov,MedRentPctHousInc,TotalPctDiv,PctLargHouseFam,pctUrban,PctHousOccup,ViolentCrimesPerPop
12636,2.51,19.25,19.77,40209,5.71,250,7.66,2.55,90.76,97.64,0.0
10603,2.6,20.17,17.23,59057,2.38,318,5.81,3.65,100.0,98.03,0.0
118779,3.4,28.36,3.81,44100,8.36,245,10.17,10.84,99.84,92.15,0.0
12906,2.55,24.07,10.16,34801,10.19,147,9.64,4.41,0.0,93.93,0.0
13228,2.84,24.25,8.54,73741,2.46,260,6.65,4.0,100.0,93.81,0.0
24079,2.98,35.38,3.09,25445,11.97,138,8.89,4.69,100.0,86.75,0.0
60569,2.32,23.89,15.44,41338,4.17,175,10.69,2.33,100.0,96.32,0.0
14490,2.65,28.64,7.28,45494,3.39,115,8.02,3.3,77.35,97.26,0.0
17187,2.78,24.29,14.03,56006,3.26,325,5.91,5.84,100.0,97.61,0.0
32998,2.6,26.45,7.12,54754,3.26,181,10.26,2.79,100.0,93.67,0.0
24664,2.73,27.31,10.43,30760,15.49,164,13.0,5.12,0.0,97.03,0.0
23163,2.49,27.45,14.12,37531,7.15,208,10.78,2.82,100.0,95.62,0.0
19478,2.55,25.3,12.42,35363,9.83,153,11.97,3.38,0.0,95.54,0.0
28150,2.57,24.15,14.49,53866,4.23,314,7.27,4.45,100.0,96.85,0.0
16787,2.79,21.27,14.64,55627,2.83,289,6.47,2.85,79.25,97.1,0.0
22286,2.55,24.39,14.12,33359,6.48,71,12.5,4.6,100.0,93.62,0.0
25408,2.3,16.28,27.39,28845,11.13,169,12.03,2.92,0.0,94.95,0.0
58282,2.42,30.22,14.26,30997,17.72,236,13.85,4.7,100.0,91.11,48.44
23478,3.18,65.11,3.85,36515,34.88,153,4.1,3.26,0.0,97.85,0.0
16097,2.6,27.13,12.19,28305,14.75,132,7.8,4.71,0.0,90.45,0.0
12456,2.41,26.32,14.88,28669,13.67,116,15.04,4.32,100.0,94.61,0.0
20390,3.08,24.89,3.61,76361,3.53,209,9.34,4.71,100.0,95.42,0.0
23071,2.64,25.85,13.97,30997,16.85,137,12.29,6.01,0.0,85.99,0.0
26801,2.17,22.76,16.12,55089,4.69,281,12.86,3.22,100.0,95.47,0.0
13289,2.33,28.35,8.67,44659,5.79,117,11.35,2.16,100.0,96.56,0.0
27603,2.37,23.65,13.71,51710,3.52,299,10.85,2.59,97.11,89.33,0.0
14837,2.38,21.7,20.22,45983,3.75,187,9.14,3.37,100.0,97.7,0.0
10145,2.69,24.55,11.26,30012,13.93,163,10.29,4.12,0.0,90.29,0.0
52376,2.43,27.42,11.54,24469,27.02,168,17.1,8.37,100.0,87.52,3.25
24603,3.21,29.37,7.28,37446,4.38,126,9.74,12.05,100.0,96.47,0.0
328123,2.4,29.24,13.29,23887,25.62,133,12.96,5.41,100.0,89.78,3.2
78122,2.8,30.27,9.77,26230,27.52,172,14.81,7.09,100.0,91.25,12.17
22117,2.87,27.35,8.49,36394,10.06,124,13.34,5.65,100.0,91.2,0.0
74991,2.52,20.43,20.68,33916,5.91,162,9.28,2.43,97.8,86.26,0.0
22355,2.49,26.76,15.26,40760,6.12,202,10.17,4.89,100.0,94.68,0.0
1027974,2.75,28.74,10.94,22566,32.41,124,17.88,11.01,100.0,91.23,3.48
50961,2.23,22.78,21.45,30236,13.25,192,16.51,3.36,100.0,84.61,6.77
56381,2.77,30.97,3.17,45435,7.52,148,10.8,3.84,100.0,95.87,0.0
53589,2.59,26.08,11.54,31871,17.03,169,13.75,4.46,100.0,93.22,0.0
75636,2.9,26.95,9.87,32662,17.62,171,12.33,8.05,100.0,96.16,0.0
23696,2.71,25.47,12.42,44023,3.6,160,7.5,4.14,100.0,98.16,0.0
47181,2.21,18.34,28.6,36191,11.35,247,11.22,5.06,100.0,77.71,0.0
12588,2.8,26.83,9.69,40904,4.51,269,9.33,4.17,67.12,96.5,0.0
10678,2.98,28.02,9.69,29530,16.11,135,9.23,8.75,0.0,89.1,0.0
18853,2.97,29.57,12.99,24395,27.8,166,11.83,9.1,0.0,88.86,0.0
13057,2.67,27.4,7.82,40617,7.94,145,10.94,4.03,100.0,90.17,0.0
32983,2.83,32.56,6.77,32764,10.73,151,10.09,4.31,0.0,90.29,0.0
24848,2.59,32.97,10.81,29493,11.72,147,12.47,3.02,100.0,72.06,0.0
71349,2.63,33.47,6.72,35336,13.92,181,15.38,9.86,100.0,92.89,4.55
137560,2.65,29.08,12.64,27076,22.61,195,14.93,7.15,100.0,88.39,27.35
13794,2.6,25.36,12.44,43570,6.1,167,9.67,3.21,95.71,96.38,0.0
11216,2.4,26.86,13.3,30172,12.12,131,15.25,4.55,100.0,95.27,0.0
39311,2.72,26.62,3.0,59482,3.12,163,8.58,2.66,100.0,93.78,0.0
44972,2.64,44.56,7.86,32323,26.64,150,9.47,4.72,100.0,94.26,0.0
24832,2.38,26.43,10.67,31663,10.39,311,15.89,3.51,0.0,85.3,0.0
16210,2.69,24.11,19.78,23587,15.96,211,12.61,10.17,100.0,87.98,0.0
58441,2.63,22.08,14.2,80558,3.02,424,7.73,4.45,86.54,94.37,1.27
369365,2.56,27.55,10.87,33087,17.21,217,15.82,8.5,100.0,94.19,8.68
70576,2.38,24.59,20.31,29229,13.96,153,13.44,3.87,100.0,84.89,9.64
81805,2.51,25.78,19.66,28431,15.22,153,9.61,5.18,100.0,92.31,5.71
10742,2.77,23.77,10.41,38653,4.07,139,7.18,2.95,95.75,97.05,0.0
40961,2.34,27.39,15.32,25165,16.96,131,13.88,2.77,100.0,90.23,0.0
53367,2.6,27.25,8.57,38122,7.21,192,16.58,4.53,100.0,94.93,0.0
14427,3.26,24.59,5.28,51682,6.63,206,7.03,5.47,0.0,96.01,0.0
29925,2.58,28.12,11.17,32489,17.8,233,14.8,10.7,100.0,94.01,0.0
86284,3.85,34.74,6.66,28980,17.44,192,9.33,25.34,100.0,97.74,0.0
447619,2.66,30.16,10.07,30967,17.42,147,15.02,7.84,99.9,86.55,0.0
24124,2.9,24.75,9.45,38432,10.08,166,9.74,4.67,100.0,91.58,0.0
13786,2.52,25.21,12.84,30457,14.52,139,11.39,2.49,0.0,92.76,0.0
12703,2.55,25.71,14.19,28959,12.07,129,8.8,3.71,0.0,95.36,0.0
40663,2.82,26.33,8.86,38708,8.38,189,12.42,5.61,99.77,94.44,0.0
25058,2.71,24.68,10.16,53297,3.2,107,8.6,4.79,100.0,92.51,0.0
12329,4.14,39.12,2.43,47481,3.88,284,5.49,4.36,0.0,94.78,0.0
13441,2.56,26.77,16.46,19910,33.39,136,13.67,4.92,0.0,83.16,0.0
66643,2.16,25.02,13.93,81929,5.67,252,14.45,1.99,100.0,88.52,3.36
31808,2.54,24.83,8.2,53301,5.95,267,15.45,3.22,100.0,96.49,0.0
19587,2.87,26.96,8.48,36829,11.42,232,9.48,4.79,100.0,95.0,0.0
37729,2.6,24.26,12.82,65842,6.03,334,10.52,5.91,100.0,96.34,4.08
25086,2.99,34.35,10.32,36511,12.82,133,8.06,7.33,100.0,94.74,0.0
34128,2.45,18.07,16.65,62787,1.38,197,7.3,2.4,100.0,97.08,0.0
29809,2.61,26.71,13.12,26083,21.77,148,13.58,4.55,0.0,93.18,0.0
47828,2.93,25.49,9.42,51444,4.96,302,10.68,6.66,100.0,96.75,0.0
12711,3.09,26.28,4.5,42789,7.2,166,10.15,8.18,0.0,91.11,0.0
10891,2.95,28.72,6.87,37569,7.64,166,12.2,6.13,0.78,95.87,0.0
14877,2.95,27.92,7.2,50681,3.42,356,8.13,4.95,52.5,97.62,0.0
25894,2.47,24.34,15.82,28388,12.83,128,10.87,3.22,0.0,93.67,0.0
21282,2.67,30.09,5.23,50727,2.77,106,9.67,3.58,85.27,93.47,0.0
14399,2.28,24.3,18.96,32923,8.35,141,11.06,2.19,0.0,95.38,0.0
10507,2.67,27.32,8.19,35482,8.44,209,10.31,2.76,100.0,92.51,0.0
27018,2.63,21.92,13.15,57136,2.07,189,7.5,4.92,100.0,93.17,0.0
10201,2.58,26.23,16.27,18522,36.51,187,15.99,8.72,0.0,91.31,0.0
14088,2.56,18.93,19.62,47506,4.14,323,8.24,3.15,100.0,95.31,0.0
31007,2.56,25.53,14.37,28349,14.44,119,12.23,4.29,100.0,94.51,0.0
21756,2.42,23.96,15.36,29345,18.89,158,13.7,4.89,0.0,95.06,0.0
20429,3.14,25.19,7.46,60837,2.29,342,6.07,4.72,88.2,95.56,0.0
15464,3.52,29.95,9.84,37332,9.28,265,9.25,17.45,100.0,96.91,0.0
18659,2.51,26.51,12.93,34481,6.26,152,10.65,3.09,100.0,97.36,0.0
11353,2.52,25.6,14.52,34317,11.61,120,12.37,3.86,0.0,94.47,0.0
39498,2.38,25.01,15.75,33182,9.9,165,12.64,2.93,100.0,93.96,0.0
64942,2.79,26.44,7.86,41725,7.1,201,14.14,6.18,98.62,91.48,0.0
16849,3.11,29.54,2.46,44981,2.34,121,7.5,3.67,100.0,98.03,0.0
34439,3.04,29.79,6.15,34022,15.79,162,14.59,9.11,100.0,90.09,0.0
13864,2.5,28.02,11.05,40245,6.62,127,13.61,6.84,100.0,95.95,0.0
105511,2.5,26.16,14.98,29576,14.37,173,13.0,5.82,100.0,92.36,15.04
11936,2.1,18.79,29.71,33500,11.5,192,13.55,3.36,100.0,81.09,0.0
10378,2.09,14.68,25.27,53350,4.98,208,10.23,1.73,100.0,86.28,0.0
30771,2.54,26.38,12.56,42390,4.62,119,10.35,3.89,100.0,96.99,0.0
12830,2.9,20.42,15.19,66514,2.32,468,4.6,3.21,100.0,97.29,0.0
16116,2.76,21.53,14.4,64668,2.91,286,7.51,3.81,88.97,96.43,0.0
72388,3.31,28.59,6.19,38483,12.12,214,12.01,13.44,100.0,91.85,0.0
54732,2.61,26.84,13.02,31205,14.19,190,13.37,4.48,100.0,94.54,0.0
61018,2.75,29.55,8.45,35806,12.38,188,13.37,11.09,100.0,91.24,1.86
33397,2.22,37.46,10.22,34321,16.39,441,10.12,5.5,100.0,86.31,9.92
48735,3.17,29.2,11.94,23129,29.93,185,9.72,13.45,100.0,86.52,0.0
16064,2.52,23.87,14.2,40929,5.71,121,10.73,2.0,100.0,96.53,0.0
10850,2.55,26.4,14.2,29688,9.97,139,11.45,4.21,0.0,95.32,0.0
13057,2.34,28.88,9.37,43833,6.51,107,12.09,1.98,91.0,94.23,0.0
19833,2.44,27.21,13.31,30792,9.3,118,14.76,2.87,100.0,94.26,0.0
13222,2.49,27.95,13.58,40139,7.48,247,11.27,4.34,0.0,94.41,0.0
37991,2.9,23.36,7.82,75237,2.09,246,5.83,3.86,99.59,93.55,0.0
34986,2.74,26.87,11.6,52367,3.1,171,7.41,3.76,100.0,95.52,0.0
14143,2.68,33.35,14.55,30778,18.25,135,9.49,3.88,0.0,93.46,0.0
15722,2.49,25.4,13.85,27428,18.64,136,11.96,3.25,0.0,93.81,0.0
12871,2.88,27.91,10.07,32053,12.03,109,8.84,6.69,0.0,91.47,0.0
20267,2.78,22.26,13.26,74891,2.63,470,5.88,4.45,100.0,96.32,0.0
18245,2.42,24.25,16.34,31354,11.26,138,10.47,3.55,0.0,96.37,0.0
31499,2.45,24.48,13.86,32152,15.96,141,14.49,3.59,100.0,95.79,0.0
12603,2.69,26.54,14.1,39253,4.34,283,9.68,4.73,100.0,97.7,0.0
11671,2.7,18.7,13.47,121549,3.34,385,6.42,3.63,100.0,90.91,0.0
51874,2.73,26.13,13.17,35795,12.6,197,13.64,6.05,100.0,96.57,0.0
13051,2.79,40.37,12.15,25806,30.22,117,8.55,5.5,0.0,90.95,0.0
26777,2.85,27.0,11.96,47492,4.78,292,8.04,5.7,93.51,96.31,0.0
11532,3.42,23.75,7.35,87843,1.77,442,3.92,5.76,68.35,97.07,0.0
18820,2.56,26.47,11.49,50601,3.66,183,9.68,5.13,100.0,94.31,0.0
18150,2.84,28.87,6.3,34893,6.79,167,12.66,4.64,100.0,93.27,0.0
15244,3.05,55.81,7.83,28917,25.93,155,6.09,2.43,0.0,91.61,0.0
38705,2.48,27.62,14.67,24753,20.51,126,14.1,3.33,0.0,91.95,0.0
27257,2.72,24.81,14.4,41423,3.55,154,8.03,4.63,97.12,96.94,0.0
11980,2.5,23.07,14.22,42726,5.47,93,11.7,4.85,100.0,95.52,0.0
10922,2.45,19.65,22.85,37930,3.72,145,6.85,2.86,100.0,97.63,0.0
16919,2.41,22.96,14.97,46720,4.49,271,9.64,2.86,18.71,88.56,0.0
723959,2.37,26.71,12.88,40561,12.66,410,11.9,10.29,100.0,93.03,6.19
43207,2.78,28.69,9.67,44375,7.63,204,13.54,7.33,100.0,96.41,0.0
44757,2.67,43.59,8.17,34287,20.97,142,8.21,3.03,0.0,96.74,0.0
15520,3.33,29.07,11.06,37010,10.57,290,12.04,16.63,100.0,96.66,0.0
10132,2.17,19.1,20.96,52662,3.64,115,10.05,1.89,100.0,95.41,0.0
30087,3.09,27.49,7.47,42378,7.35,229,9.94,6.36,68.24,92.79,0.0
59479,2.56,26.89,13.05,41910,7.31,252,11.51,3.85,100.0,93.61,4.27
86905,1.94,21.72,14.05,51085,9.35,267,16.26,4.22,100.0,93.94,3.73
22023,2.78,22.7,9.06,73154,1.5,313,6.52,2.85,0.0,96.76,0.0
20710,2.6,29.68,13.53,33984,11.47,168,10.2,2.93,0.0,87.9,0.0
10993,2.62,24.14,14.1,39394,3.58,172,8.84,3.59,0.0,96.41,0.0
62632,2.68,26.35,10.7,32725,8.73,116,11.27,3.99,100.0,88.79,0.0
68235,2.65,26.91,8.81,36664,8.25,140,12.79,4.0,100.0,95.28,0.0
108718,2.58,28.31,14.58,27725,19.3,121,12.17,5.85,100.0,92.75,4.17
86835,3.65,55.62,5.85,23127,29.56,195,4.58,15.02,99.98,96.85,0.0
39757,2.51,29.35,14.32,30903,13.95,147,12.19,2.91,100.0,92.43,0.0
189126,2.74,30.18,11.21,32049,16.12,154,12.35,6.93,100.0,93.64,18.64
10891,2.48,24.72,14.76,30679,8.92,106,10.32,3.45,0.0,92.67,0.0
21755,2.62,22.47,14.02,38473,7.23,177,9.03,3.89,100.0,95.92,0.0
29541,3.07,63.26,6.66,30787,39.35,264,6.35,4.2,100.0,95.45,0.0
30013,2.75,33.21,6.9,27144,11.89,160,11.15,3.78,100.0,92.43,0.0
11127,2.8,25.34,9.95,41156,8.54,124,9.52,4.63,100.0,91.0,0.0
65452,2.45,22.93,18.32,41827,5.08,154,10.53,2.56,99.75,90.44,0.0
29092,2.96,26.64,7.07,53263,2.75,197,8.08,3.27,100.0,96.99,0.0
16797,2.54,31.87,15.06,30894,14.33,185,10.93,3.55,0.0,91.65,0.0
10828,2.32,25.66,16.04,39415,5.18,244,9.45,3.55,100.0,95.69,0.0
18885,3.02,21.82,9.84,65435,2.14,369,4.41,3.99,100.0,96.62,0.0
23706,2.31,22.58,19.59,21707,26.39,125,13.57,3.24,100.0,89.81,0.0
22935,3.35,27.33,2.39,47153,2.63,115,6.3,5.51,97.95,96.5,0.0
12450,2.91,30.19,8.43,29514,15.65,159,16.17,7.96,100.0,90.95,0.0
23095,2.42,25.15,16.02,35086,11.76,189,12.7,4.43,0.0,92.0,0.0
467610,2.22,25.92,12.22,32038,17.13,189,16.61,5.49,99.99,88.03,3.95
10033,3.27,28.5,10.09,27836,19.42,102,10.26,15.72,100.0,92.96,0.0
10191,2.95,29.26,10.2,46700,4.1,259,8.13,4.82,52.81,95.29,0.0
40318,2.97,29.13,4.62,35162,7.95,171,11.77,4.37,100.0,91.52,0.0
76459,2.63,29.22,10.55,44687,6.81,230,13.3,4.78,100.0,95.28,0.0
14196,2.47,23.99,16.19,31490,7.18,142,9.65,3.28,0.0,95.9,0.0
40822,2.69,24.06,12.07,49478,3.1,227,8.94,3.69,86.32,95.17,0.0
39729,2.6,29.14,7.62,44214,3.77,131,10.55,3.18,100.0,93.91,0.0
20412,2.57,22.26,17.04,53055,5.4,353,9.26,4.03,100.0,97.24,0.0
52721,2.77,30.2,8.11,29709,15.96,171,12.71,4.28,100.0,87.24,5.08
12353,2.38,26.97,16.4,24635,21.03,172,12.26,4.07,0.0,94.78,0.0
55551,2.62,32.09,11.04,27002,20.93,151,14.52,8.4,100.0,94.31,0.0
70580,2.63,27.58,12.09,26204,23.57,192,13.29,6.25,100.0,89.85,6.98
12066,2.62,24.69,8.92,57052,1.92,297,10.66,3.26,85.86,95.56,0.0
12777,2.79,28.18,16.31,32701,7.54,127,5.98,2.14,73.08,96.16,0.0
48290,2.63,24.44,14.51,57238,5.23,319,9.73,4.91,100.0,94.19,0.0
25725,2.94,23.55,15.63,61964,3.04,453,4.85,6.61,100.0,97.18,0.0
36930,2.55,27.53,12.51,27881,23.52,144,13.57,4.55,0.0,94.01,0.0
30575,2.77,20.37,11.25,82712,2.83,483,6.19,3.36,100.0,96.39,0.0
36793,3.42,33.32,7.4,26925,21.24,218,11.59,18.06,100.0,82.49,0.0
40148,2.56,30.3,10.35,40116,7.96,202,13.27,3.82,100.0,94.34,0.0
20816,2.6,19.04,13.11,71136,2.3,280,8.68,2.82,100.0,96.23,0.0
18609,2.84,30.27,5.8,40615,5.55,144,11.14,6.38,100.0,94.83,0.0
32762,2.97,44.55,7.42,26178,21.65,119,6.17,11.26,100.0,96.45,0.0
24727,2.7,22.53,15.34,68553,3.32,321,6.4,6.48,100.0,96.53,0.0
31468,2.81,47.38,9.28,31471,25.16,169,6.31,3.83,0.0,95.99,0.0
170045,2.66,31.25,8.59,31180,14.04,172,12.83,3.94,100.0,91.72,7.98
14917,2.6,25.95,15.5,27771,17.07,134,11.29,3.97,0.0,93.11,0.0
22633,2.77,22.35,14.01,60659,2.51,327,6.24,3.71,100.0,97.23,0.0
20570,2.77,22.42,18.92,27171,16.86,183,12.51,10.1,0.0,89.77,0.0
14519,3.04,26.83,11.71,29481,19.4,149,11.77,9.73,0.0,94.12,0.0
12351,2.46,24.29,17.5,24023,24.71,136,12.14,2.32,0.0,92.92,0.0
11643,2.72,30.85,14.03,19678,29.39,172,12.88,6.54,0.0,92.32,0.0
10690,2.8,37.92,12.16,19359,34.98,107,11.07,6.72,0.0,89.27,0.0
22897,2.92,30.43,6.85,34729,12.94,193,14.65,6.9,100.0,95.39,0.0
24437,2.65,22.31,7.51,56735,5.43,305,13.3,3.67,100.0,96.05,0.0
20526,3.0,24.16,7.98,64144,2.3,463,6.45,4.46,77.01,96.23,0.0
14870,2.73,26.34,14.45,22487,23.17,145,14.39,5.93,0.0,87.02,0.0
82106,2.91,30.72,11.07,34170,14.75,219,10.17,11.37,100.0,95.39,0.0
36322,2.47,25.89,14.62,27421,15.48,183,15.36,3.26,100.0,94.22,0.0
33187,2.36,27.72,11.08,41012,12.12,304,15.58,4.75,100.0,92.19,0.0
10170,3.05,60.14,7.42,36011,32.74,217,4.28,4.53,0.0,95.53,0.0
10322,2.45,25.16,17.39,22957,19.85,138,12.65,4.51,100.0,93.45,0.0
18630,2.7,20.64,15.09,102529,1.94,340,5.1,3.16,100.0,97.2,0.0
85427,2.55,24.16,15.12,42120,4.84,305,9.37,3.67,100.0,95.15,3.57
10098,2.98,25.95,6.43,49259,3.98,301,8.09,5.3,0.0,96.58,0.0
43548,2.92,25.63,8.2,64076,2.27,268,5.9,4.34,100.0,96.92,2.2
72798,2.46,26.3,13.29,29812,13.8,124,13.61,4.12,100.0,89.69,0.0
574283,2.51,35.85,10.05,34377,18.71,409,10.24,8.4,100.0,91.07,3.51
20958,2.55,25.94,13.44,36735,5.01,164,9.67,3.42,100.0,97.54,0.0
27901,2.64,21.94,10.62,66046,2.35,383,7.7,2.89,70.81,96.39,0.0
11886,2.57,35.49,9.93,23681,20.7,84,14.83,7.92,100.0,93.12,0.0
60633,2.89,58.57,6.18,29912,31.46,170,7.36,2.29,100.0,95.27,0.0
67460,2.25,29.23,8.73,48960,6.22,304,14.85,5.63,100.0,95.25,0.0
18309,3.11,28.12,2.51,49984,3.09,114,8.1,4.02,99.17,95.51,0.0
191262,2.47,38.0,8.17,40799,16.05,192,9.32,2.98,100.0,96.64,6.98
10967,2.62,27.54,15.66,24161,21.95,147,13.71,6.24,0.0,87.4,0.0
41832,2.57,26.11,13.48,36016,8.53,128,11.67,4.37,100.0,96.98,0.0
11249,2.57,28.8,10.4,38252,6.75,215,12.04,3.84,100.0,92.69,0.0
24846,2.91,54.0,6.14,31544,29.47,203,8.85,6.11,100.0,91.74,0.0
13334,3.01,27.11,8.6,43500,7.73,154,12.05,8.47,100.0,92.06,0.0
33836,2.84,25.77,14.6,51920,4.1,336,6.81,5.92,100.0,97.74,0.0
11329,2.56,20.98,16.77,32682,7.46,134,9.89,2.94,0.0,95.74,0.0
20457,2.54,35.05,6.53,23768,23.37,105,18.77,7.51,100.0,80.03,0.0
110002,2.81,28.63,10.89,31478,16.12,202,11.56,8.86,100.0,94.64,7.43
13647,2.82,29.54,6.82,34797,10.96,145,13.51,3.78,0.0,91.04,0.0
75494,2.97,37.04,6.43,27557,13.3,147,10.59,3.55,100.0,92.04,0.0
12408,3.43,29.87,1.91,47161,2.04,200,6.57,6.36,100.0,98.53,0.0
140891,3.21,31.29,8.77,30145,18.54,230,12.67,14.25,100.0,95.25,10.23
27630,2.79,34.44,9.15,38058,12.45,186,12.0,4.32,100.0,94.42,0.0
18482,2.74,32.59,4.77,42733,5.63,110,8.41,2.86,0.0,96.75,0.0
11216,2.37,25.34,14.29,39203,6.25,127,13.27,3.8,100.0,86.68,0.0
16642,2.64,15.77,15.08,89205,2.36,510,7.49,2.44,100.0,97.37,0.0
10380,2.4,24.33,18.09,26730,20.96,134,12.08,4.35,100.0,91.87,0.0
87535,3.32,31.12,4.99,38055,11.4,164,11.77,11.8,100.0,89.8,0.0
11238,3.27,30.17,10.21,22955,27.93,110,10.56,17.29,0.0,96.14,0.0
11272,3.46,29.7,8.67,31875,7.55,112,6.65,19.59,0.0,96.79,0.0
17076,2.65,40.65,5.61,38008,7.38,219,12.46,3.32,100.0,91.29,0.0
10464,2.74,27.81,12.8,22470,26.24,158,14.42,6.03,0.0,90.31,0.0
13658,2.77,27.32,6.8,46827,2.3,98,8.09,3.64,100.0,96.69,0.0
11280,3.05,26.38,2.33,44349,2.34,140,7.66,2.95,100.0,96.76,0.0
13798,2.43,25.73,15.79,27728,14.51,128,8.36,4.55,0.0,93.68,0.0
34598,3.1,26.78,2.29,53641,3.49,220,7.6,4.27,100.0,96.59,0.0
17032,2.52,23.93,15.37,28004,14.7,149,15.75,4.39,0.0,95.72,0.0
11234,2.49,19.89,17.44,45637,3.36,145,7.41,2.89,100.0,98.19,0.0
11488,2.63,22.63,15.9,52919,2.51,241,6.5,4.67,100.0,96.74,0.0
11766,2.54,30.06,12.97,29583,18.98,117,11.62,4.8,0.0,94.34,0.0
11982,2.75,26.42,12.1,35265,7.67,118,7.47,5.5,100.0,98.0,0.0
86874,2.43,26.4,9.53,54261,5.58,207,11.63,3.66,100.0,95.53,6.11
10610,3.1,46.96,7.05,39609,14.69,179,6.96,3.66,0.0,97.19,0.0
18692,2.37,24.54,13.44,34982,8.35,130,14.68,3.23,100.0,96.7,0.0
11096,2.4,47.49,11.11,46917,28.65,225,4.81,2.88,0.0,95.42,0.0
31813,2.62,29.31,9.73,47311,5.65,248,10.15,4.27,100.0,93.28,0.0
21096,2.26,38.38,5.86,46760,9.61,137,13.27,2.59,100.0,94.05,0.0
30491,2.96,31.95,8.54,35781,13.62,156,13.28,13.34,100.0,95.83,0.0
10266,2.72,25.11,11.76,42829,6.77,209,10.28,4.49,85.47,95.81,0.0
30707,2.98,49.78,9.14,32377,21.46,182,8.14,2.73,0.0,94.59,0.0
32016,2.95,21.68,14.1,66070,1.98,803,4.67,4.15,100.0,97.73,0.0
219531,2.63,32.79,10.39,29024,26.17,147,12.37,6.43,100.0,85.82,3.38
22591,2.74,29.36,7.36,50943,3.26,122,9.4,5.45,100.0,95.96,0.0
17592,2.5,25.74,14.54,27585,13.44,141,8.07,4.62,0.0,92.29,0.0
11227,2.65,26.26,14.44,27219,19.55,174,13.52,4.53,0.0,93.66,0.0
21977,2.77,38.15,10.49,33207,16.57,161,9.99,2.67,0.0,96.67,0.0
28199,2.95,25.42,7.0,47500,4.3,104,8.12,4.28,82.6,96.49,0.0
17637,2.65,29.43,12.79,23415,22.33,193,12.82,6.94,100.0,90.54,0.0
15791,3.42,32.3,10.11,25588,22.42,152,7.91,16.1,0.0,96.91,0.0
32462,2.24,20.87,22.68,21704,24.92,141,15.04,2.69,0.0,82.59,0.0
19211,2.27,28.47,14.77,39475,2.77,145,12.43,3.13,100.0,93.41,0.0
27925,3.56,45.9,6.02,27646,30.0,139,15.85,5.13,0.0,85.96,0.0
10935,2.78,26.96,10.42,30432,15.12,109,13.36,4.63,0.0,91.48,0.0
12023,2.71,35.24,11.49,32560,13.02,166,6.41,3.3,0.0,94.69,0.0
29115,2.84,27.22,9.76,25757,24.8,157,11.91,7.35,0.0,83.09,0.0
12959,3.01,22.09,13.98,105123,3.88,0,4.4,6.17,100.0,96.37,0.0
24309,2.55,25.93,13.12,32735,10.91,199,11.77,3.15,97.28,91.75,0.0
23756,2.59,26.17,14.86,35619,5.16,122,11.55,1.87,100.0,95.34,0.0
11618,2.54,23.85,15.48,28179,12.84,100,12.29,3.01,0.0,87.92,0.0
109602,3.04,32.09,6.13,32077,16.47,202,15.42,16.2,100.0,93.26,5.83
13584,2.47,29.06,15.03,31013,14.9,119,12.72,3.23,0.0,94.15,0.0
21128,2.5,25.19,14.55,31739,12.66,129,12.04,3.54,100.0,95.15,0.0
23936,2.34,27.02,10.61,55808,5.0,205,12.3,5.1,100.0,95.46,0.0
25295,2.53,24.79,15.11,24466,25.16,139,14.46,5.28,0.0,92.25,0.0
96466,2.51,28.94,11.22,33367,13.39,126,10.54,4.1,100.0,96.62,7.81
12361,2.58,51.82,9.18,24973,33.88,121,8.36,3.29,0.0,95.41,0.0
367302,2.36,27.1,11.4,32619,14.99,155,15.18,3.64,100.0,88.22,4.56
47089,3.36,38.09,6.31,56142,2.88,161,6.83,6.96,100.0,96.28,0.0
35701,2.46,28.31,14.76,37397,9.6,246,9.73,4.38,100.0,94.24,0.0
17233,2.71,27.19,9.72,51698,3.61,293,7.89,4.7,95.07,95.17,0.0
35317,2.36,20.43,21.3,30693,8.22,148,11.0,2.14,100.0,87.93,0.0
16139,2.96,30.13,2.87,57557,3.19,195,10.28,6.89,100.0,94.12,0.0
17635,2.83,27.34,3.95,40788,9.69,145,12.12,4.49,0.0,88.17,0.0
99567,2.47,29.69,12.17,38812,8.99,186,12.1,3.45,100.0,90.93,4.24
33823,2.66,21.33,12.53,46719,3.81,159,6.35,3.26,100.0,97.65,0.0
13087,2.62,26.55,9.37,33044,10.66,125,14.28,4.29,0.0,95.91,0.0
14997,2.72,25.71,10.12,44554,6.25,202,10.59,4.11,4.89,92.09,0.0
16996,2.4,24.36,17.6,19744,26.82,108,15.41,3.67,0.0,90.61,0.0
10415,2.76,25.62,11.44,45550,5.87,295,7.42,4.88,60.25,95.21,0.0
13068,2.52,35.2,12.01,39418,8.51,177,13.65,2.72,0.0,94.72,0.0
11929,2.94,23.66,6.89,62194,2.82,432,7.29,3.78,80.58,97.08,0.0
10621,2.51,25.89,11.19,43190,4.01,207,10.63,3.05,100.0,95.71,0.0
14967,2.6,26.03,7.51,42389,4.63,137,10.59,2.31,100.0,96.47,0.0
13512,2.73,18.79,13.7,109244,2.25,80,5.34,3.53,100.0,96.39,0.0
31933,2.54,29.84,13.49,25299,21.12,121,13.61,4.8,100.0,94.46,0.0
11005,2.92,25.58,7.49,48186,2.84,250,6.91,3.34,100.0,96.89,0.0
16813,3.02,25.15,7.6,47763,2.66,213,5.67,4.29,100.0,96.6,0.0
